id,county,state,total population,black american population,percent of total population
53009,Clallam County,Washington,77331,898,0.011612419
53011,Clark County,Washington,488241,11649,0.023859119
53013,Columbia County,Washington,3985,27,0.006775408
53015,Cowlitz County,Washington,110593,1268,0.011465463
53017,Douglas County,Washington,43429,352,0.008105183
53019,Ferry County,Washington,7627,62,0.008129015
53021,Franklin County,Washington,95222,2705,0.028407301
53023,Garfield County,Washington,2225,3,0.001348315
53025,Grant County,Washington,97733,1782,0.01823335
53027,Grays Harbor County,Washington,75061,1064,0.014175138
53029,Island County,Washington,85141,2759,0.032405069
53031,Jefferson County,Washington,32221,348,0.01080041
53033,King County,Washington,2252782,158758,0.070471976
53035,Kitsap County,Washington,271473,8677,0.031962663
53037,Kittitas County,Washington,47935,570,0.011891103
53039,Klickitat County,Washington,22425,153,0.006822742
53041,Lewis County,Washington,80707,755,0.009354827
53043,Lincoln County,Washington,10939,69,0.006307706
53045,Mason County,Washington,66768,1003,0.015022166
53047,Okanogan County,Washington,42243,391,0.009255971
53049,Pacific County,Washington,22471,254,0.011303458
53051,Pend Oreille County,Washington,13724,96,0.006995045
53053,Pierce County,Washington,904980,69761,0.077085681
53055,San Juan County,Washington,17582,134,0.007621431
53057,Skagit County,Washington,129205,1451,0.011230216
53059,Skamania County,Washington,12083,80,0.006620872
53061,Snohomish County,Washington,822083,31277,0.038046037
53063,Spokane County,Washington,522798,10483,0.020051722
53065,Stevens County,Washington,45723,260,0.005686416
53067,Thurston County,Washington,290536,10443,0.035943911
53069,Wahkiakum County,Washington,4488,32,0.007130125
53071,Walla Walla County,Washington,60760,1364,0.02244898
53073,Whatcom County,Washington,229247,2893,0.012619576
53075,Whitman County,Washington,50104,1191,0.023770557
53077,Yakima County,Washington,250873,3900,0.015545714
54001,Barbour County,West Virginia,16441,166,0.010096709
54003,Berkeley County,West Virginia,119171,9400,0.078878251
54005,Boone County,West Virginia,21457,159,0.007410169
54007,Braxton County,West Virginia,13957,99,0.007093215
54009,Brooke County,West Virginia,21939,325,0.014813802
54011,Cabell County,West Virginia,91945,4435,0.048235358
54013,Calhoun County,West Virginia,7109,27,0.003798003
54015,Clay County,West Virginia,8508,26,0.003055947
54017,Doddridge County,West Virginia,8448,189,0.022372159
54019,Fayette County,West Virginia,42406,1878,0.044286186
54021,Gilmer County,West Virginia,7823,846,0.108142656
54023,Grant County,West Virginia,11568,139,0.012015906
54025,Greenbrier County,West Virginia,34662,947,0.027320986
54027,Hampshire County,West Virginia,23175,316,0.013635383
54029,Hancock County,West Virginia,28810,782,0.027143353
54031,Hardy County,West Virginia,13776,435,0.031576655
54033,Harrison County,West Virginia,67256,1261,0.018749257
54035,Jackson County,West Virginia,28576,174,0.006089026
54037,Jefferson County,West Virginia,57146,3670,0.064221468
54039,Kanawha County,West Virginia,178124,13466,0.075599021
54041,Lewis County,West Virginia,15907,108,0.006789464
54043,Lincoln County,West Virginia,20409,85,0.004164829
54045,Logan County,West Virginia,32019,590,0.018426559
54047,McDowell County,West Virginia,17624,1441,0.081763504
54049,Marion County,West Virginia,56072,1833,0.032690113
54051,Marshall County,West Virginia,30531,238,0.007795356
54053,Mason County,West Virginia,26516,242,0.009126565
54055,Mercer County,West Virginia,58758,3549,0.060400286
54057,Mineral County,West Virginia,26868,793,0.029514664
54059,Mingo County,West Virginia,23424,465,0.019851434
54061,Monongalia County,West Virginia,105612,4103,0.038849752
54063,Monroe County,West Virginia,13275,106,0.007984934
54065,Morgan County,West Virginia,17884,166,0.00928204
54067,Nicholas County,West Virginia,24496,153,0.006245918
54069,Ohio County,West Virginia,41411,1517,0.036632779
54071,Pendleton County,West Virginia,6969,148,0.021236906
54073,Pleasants County,West Virginia,7460,124,0.016621984
54075,Pocahontas County,West Virginia,8247,112,0.013580696
54077,Preston County,West Virginia,33432,383,0.01145609
54079,Putnam County,West Virginia,56450,688,0.012187777
54081,Raleigh County,West Virginia,73361,5862,0.079906217
54083,Randolph County,West Virginia,28695,466,0.016239763
54085,Ritchie County,West Virginia,9554,46,0.004814737
54087,Roane County,West Virginia,13688,42,0.003068381
54089,Summers County,West Virginia,12573,547,0.043505925
54091,Taylor County,West Virginia,16695,197,0.01179994
54093,Tucker County,West Virginia,6839,28,0.004094166
54095,Tyler County,West Virginia,8591,29,0.003375626
54097,Upshur County,West Virginia,24176,261,0.010795831
54099,Wayne County,West Virginia,39402,227,0.005761129
54101,Webster County,West Virginia,8114,37,0.00456002
54103,Wetzel County,West Virginia,15065,76,0.005044806
54105,Wirt County,West Virginia,5821,26,0.004466586
54107,Wood County,West Virginia,83518,1034,0.012380565
54109,Wyoming County,West Virginia,20394,148,0.007257036
55001,Adams County,Wisconsin,20220,595,0.029426311
55003,Ashland County,Wisconsin,15562,83,0.005333505
55005,Barron County,Wisconsin,45244,711,0.015714791
55007,Bayfield County,Wisconsin,15036,94,0.006251663
55009,Brown County,Wisconsin,264542,7874,0.02976465
55011,Buffalo County,Wisconsin,13031,78,0.005985726
55013,Burnett County,Wisconsin,15414,125,0.008109511
55015,Calumet County,Wisconsin,50089,425,0.008484897
55017,Chippewa County,Wisconsin,64658,1146,0.017724025
55019,Clark County,Wisconsin,34774,208,0.00598148
55021,Columbia County,Wisconsin,57532,998,0.017346868
55023,Crawford County,Wisconsin,16131,361,0.02237927
55025,Dane County,Wisconsin,546695,30243,0.055319694
55027,Dodge County,Wisconsin,87839,2939,0.033458942
55029,Door County,Wisconsin,27668,220,0.007951424
55031,Douglas County,Wisconsin,43150,541,0.012537659
55033,Dunn County,Wisconsin,45368,402,0.008860871
55035,Eau Claire County,Wisconsin,104646,1283,0.012260383
55037,Florence County,Wisconsin,4295,19,0.004423749
55039,Fond du Lac County,Wisconsin,103403,2293,0.022175372
55041,Forest County,Wisconsin,9004,120,0.01332741
55043,Grant County,Wisconsin,51439,787,0.015299675
55045,Green County,Wisconsin,36960,292,0.007900433
55047,Green Lake County,Wisconsin,18913,207,0.010944853
55049,Iowa County,Wisconsin,23678,182,0.00768646
55051,Iron County,Wisconsin,5687,17,0.002989274
55053,Jackson County,Wisconsin,20643,451,0.0218476
55055,Jefferson County,Wisconsin,84769,979,0.011549033
55057,Juneau County,Wisconsin,26687,671,0.025143328
55059,Kenosha County,Wisconsin,169561,12570,0.074132613
55061,Kewaunee County,Wisconsin,20434,124,0.006068318
55063,La Crosse County,Wisconsin,118016,1906,0.016150352
55065,Lafayette County,Wisconsin,16665,83,0.004980498
55067,Langlade County,Wisconsin,19189,232,0.01209026
55069,Lincoln County,Wisconsin,27593,254,0.009205233
55071,Manitowoc County,Wisconsin,78981,924,0.011699016
55073,Marathon County,Wisconsin,135692,1233,0.009086755
55075,Marinette County,Wisconsin,40350,277,0.006864932
55077,Marquette County,Wisconsin,15574,106,0.006806215
55078,Menominee County,Wisconsin,4556,45,0.009877085
55079,Milwaukee County,Wisconsin,945726,257616,0.272400251
55081,Monroe County,Wisconsin,46253,849,0.018355566
55083,Oconto County,Wisconsin,37930,190,0.005009228
55085,Oneida County,Wisconsin,35595,240,0.00674252
55087,Outagamie County,Wisconsin,187885,2860,0.015222077
55089,Ozaukee County,Wisconsin,89221,1550,0.017372592
55091,Pepin County,Wisconsin,7287,38,0.005214766
55093,Pierce County,Wisconsin,42754,395,0.009238902
55095,Polk County,Wisconsin,43783,199,0.004545143
55097,Portage County,Wisconsin,70772,704,0.009947437
55099,Price County,Wisconsin,13351,97,0.007265373
55101,Racine County,Wisconsin,196311,23539,0.119906679
55103,Richland County,Wisconsin,17252,156,0.00904243
55105,Rock County,Wisconsin,163354,8590,0.052585183
55107,Rusk County,Wisconsin,14178,187,0.013189448
55109,St. Croix County,Wisconsin,90687,773,0.008523824
55111,Sauk County,Wisconsin,64442,857,0.01329878
55113,Sawyer County,Wisconsin,16558,111,0.006703708
55115,Shawano County,Wisconsin,40899,252,0.00616152
55117,Sheboygan County,Wisconsin,115340,2636,0.02285417
55119,Taylor County,Wisconsin,20343,104,0.005112324
55121,Trempealeau County,Wisconsin,29649,177,0.005969847
55123,Vernon County,Wisconsin,30822,143,0.004639543
55125,Vilas County,Wisconsin,22195,96,0.004325298
55127,Walworth County,Wisconsin,103868,1290,0.01241961
55129,Washburn County,Wisconsin,15720,62,0.00394402
55131,Washington County,Wisconsin,136034,1843,0.013548084
55133,Waukesha County,Wisconsin,404198,7091,0.017543382
55135,Waupaca County,Wisconsin,50990,275,0.005393214
55137,Waushara County,Wisconsin,24443,521,0.021314896
55139,Winnebago County,Wisconsin,171907,4302,0.025025159
55141,Wood County,Wisconsin,72999,702,0.00961657
56001,Albany County,Wyoming,38880,759,0.019521605
56003,Big Horn County,Wyoming,11790,91,0.007718405
56005,Campbell County,Wyoming,46341,306,0.006603224
56007,Carbon County,Wyoming,14800,181,0.01222973
56009,Converse County,Wyoming,13822,92,0.006656056
56011,Crook County,Wyoming,7584,106,0.013976793
56013,Fremont County,Wyoming,39261,244,0.006214819
56015,Goshen County,Wyoming,13211,149,0.01127848
56017,Hot Springs County,Wyoming,4413,31,0.0070247
56019,Johnson County,Wyoming,8445,65,0.007696862
56021,Laramie County,Wyoming,99500,2510,0.025226131
56023,Lincoln County,Wyoming,19830,112,0.005648008
56025,Natrona County,Wyoming,79858,1146,0.014350472
56027,Niobrara County,Wyoming,2356,21,0.008913413
56029,Park County,Wyoming,29194,229,0.007844078
56031,Platte County,Wyoming,8393,52,0.006195639
56033,Sheridan County,Wyoming,30485,272,0.008922421
56035,Sublette County,Wyoming,9831,87,0.008849558
56037,Sweetwater County,Wyoming,42343,598,0.014122759
56039,Teton County,Wyoming,23464,172,0.007330378
56041,Uinta County,Wyoming,20226,152,0.00751508
56043,Washakie County,Wyoming,7805,44,0.005637412
56045,Weston County,Wyoming,6927,48,0.006929407
